FE,N,Eval,d_param,Iteration,Alg
3735,2,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
3535,2,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
14287,2,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
5583,2,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
14019,5,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
12779,5,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
12539,5,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
15499,5,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
22699,5,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
42519,10,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
40039,10,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
40199,10,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
48479,10,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
47959,10,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips10,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips10,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips10,1,20,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips10,10,20,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips10,100,20,cma-es-ppmf-dp-100-pt-0.1
3959,2,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
3919,2,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
3871,2,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
13231,2,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
11359,2,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
15299,5,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
13279,5,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
12919,5,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
14799,5,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
17859,5,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
43679,10,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
40999,10,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
41279,10,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
41119,10,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
45119,10,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
300119,30,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
300119,30,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
300119,30,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
300119,30,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
300119,30,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
500199,50,Ellips100,0.01,20,cma-es-ppmf-dp-0.01-pt-0.1
500199,50,Ellips100,0.1,20,cma-es-ppmf-dp-0.1-pt-0.1
500199,50,Ellips100,1,20,cma-es-ppmf-dp-1-pt-0.1
500199,50,Ellips100,10,20,cma-es-ppmf-dp-10-pt-0.1
500199,50,Ellips100,100,20,cma-es-ppmf-dp-100-pt-0.1
